Date (dd/mm/yyyy),Date (mm/dd/yyyy),Title,English Title,Link,Sentiment,Kurds in Turkey,Kurds in Syria,Kurds in Iraq,Kurds in Iran,Turkey's National Security,Independence or Autonomy,PKK/SDF/YPG/YPJ/YBS/QSD,Which group?,ISIS/Daesh,Undefined terrorism or national security threat,Full Text
14/8/2007,8/14/2007,"NO:115 - 14 Ağustos 2007, Irak'a Yapılan İnsani Yardım Hk.","NO:115 - 14 August 2007, Press Release Regarding the Humanitarian Aid to Iraq (Unofficial Translation)",https://www.mfa.gov.tr/_p_no_115---14-august-2007_-press-release-regarding-the-humanitarian-aid-to-iraq-_unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,0,0,0,0,"In order to help meet the basic needs of Iraqi people, who live under severe conditions in several parts of the country, primarily in Kirkuk (Emirli), Mousul and Telafer, urgent humanitarian aid is being sent to Iraq by Turkish Red Crescent, with the support of our Government. On August 14, 2007, a Red Crescent convoy consisting of 16 lorries and carrying 1 million YTL-worth of medicine, food, flour, drinking water and tent, is dispatched to Iraq. 
 
 This current relief effort adds a new ring to the chain of humanitarian aid we annually provide to Iraq since 2003. In order to alleviate the difficulties that Iraqi people face, Turkey, in cooperation with Iraqi Red Crescent, allocates food and medicine aid, worth around 1 million USD to this country each year. Turkish nation also supports these efforts and civil society organizations in addition to the Red Crescent, continuously carry out similar relief activities. 
 
 Turkey contributes to the efforts for bringing an end to sufferings in all parts of the world, to the possible extent. Our neighbours and region constitute primary concern in the framework of these efforts. In this context, this new dispatch of humanitarian aid to Iraq, once more demonstrates the will of Turkey in delivering humanitarian aid to those who are in need, regardless of the circumstances."
15/8/2007,8/15/2007,"NO:116 - 15 Ağustos 2007, Irak'taki İntihar Saldırıları Hk.(Resmi Olmayan Çeviri)","NO:116 - 15 August 2007, Press Release Regarding the Suicide Attacks in Iraq;(Unofficial Translation)",https://www.mfa.gov.tr/_p_no_116---15-august-2007_-press-release-regarding-the-suicide-attacks-in-iraq__unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,0,0,0,0,"We have learned with regret that suicide attacks in the evening of August 14 using fuel trucks in the Kahtaniya area of Sinjar took the lives of more than 175 Iraqi citizens and left many people wounded, destroying their houses. 
 
 We extend our condolences to the relatives of those who lost their lives in the abhorrent attack and express our wishes of speedy recovery to the wounded. 
 
 We strongly condemn these relentless attacks, as with all other terrorist incidents, and expect the perpetrators be captured and brought to justice as soon as possible. 
 
 Turkey’s support will continue to the efforts aimed at building an Iraq where violence would come to an end and all segments of Iraqi population live together in peace and prosperity."
29/8/2007,8/29/2007,"NO:122 -;29 Ağustos 2007, Irak Liderlerinin Ortaklaşa Yayınladıkları Tebliğ Hk.(Resmi Olmayan Çeviri)","NO:122 -;29 August 2007, Press Release Regarding the Communiqué Released Jointly by the Iraqi Leaders;(Unofficial Translation)",https://www.mfa.gov.tr/_p_no_122--_29-august-2007_-press-release-regarding-the-communique-released-jointly-by-the-iraqi-leaders__unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,0,0,0,0,"Turkey considers the communiqué released jointly by the Iraqi leaders on the 26th of August, 2007 in Baghdad, as a step forward, within the context of national reconciliation and political dialogue process in Iraq. 
 
 Turkey’s previous contributions to the stability in Iraq is well known. The recent fruitful consultations conducted first with Prime Minister Maliki on the 7-8 August 2007 and then with Vice President Hashimi on the 23-24 August 2007 in Ankara should be regarded within this framework. 
 
 Turkey, in close cooperation with the Iraqi leaders, will continue to contribute to national reconciliation process in Iraq aimed at bringing stability, peace and prosperity to this friendly and neighbourly country."
31/8/2007,8/31/2007,"QA:34 -;31 Ağustos 2007, Türkiye Dışişleri Bakanlığı Sözcüsü'nün Bir Soruya Yanıt Açıklaması (PKK Terörist Tarafından Kullanılan Silahlar) (Resmi Olmayan Çeviri)","QA:34 -;31 August 2007, Statement of the Spokesman of The Ministry of Foreign Affairs of Turkey in Response to a Question (Weapons used by PKK terrorist ) (Unofficial Translation)",https://www.mfa.gov.tr/_p_qa_34--_31-august-2007_-statement-of-the-spokesman-of-the-ministry-of-foreign-affairs-of-turkey-in-response-to-a-question-_weapons-used-by-pkk-terrorist-_-_unofficial-translation___p_.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"For some time, the US media organs have been reporting that some of the weapons which had been distributed to the Iraqi Security Forces by the US-led Multinational Force in Iraq are seized in Turkey, including at the operations conducted against the PKK terrorist organization. 
 
 The information regarding the weapons in question, are regularly shared with the US authorities along with the request of information on the matter. In addition, with a view to avoiding similar situations in the future and preventing the weapons being used in attacks against our country, the US authorities are also requested to take necessary measures to this end, and to keep the inventory and register supply data. 
 
 In this context, the statement by the Spokesperson of the US Department of Defense regarding the expected visit of the Pentagon’s Chief Inspector Lt. General (r) Claude Kicklighter to Baghdad for investigation of the whereabouts of the said weapons has been welcome."
2007-08-09,9/8/2007,"NO:127;- 8 Eylül 2007, MED TV Hakkındaki Hukuki Dava Hk. Basın Açıklaması (Resmi Olmayan Tercüme)","NO:127;- 8 September 2007, Press Release Regarding Legal Case About MED TV (Unofficial Translation)",https://www.mfa.gov.tr/_p_no_127_--8-september-2007_-press-release-regarding-legal-case-about-med-tv-_unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"We have learned with regret that the legal case, which was referred to the Belgian judiciary in 2001 following the “Sputnik Operation” that was initiated by the Belgian authorities in 1996 regarding the PKK/KONGRA-GEL terrorist organization’s money laundering with drug and arms smuggling through MED TV, has been dropped due to the statutory limit, despite the fact that this probability had been brought to the attention of the Belgian authorities on various occasions. 
 
 The prospects for the appeal of the case will be followed closely and in this regard, necessary demarches will be carried out."
2007-12-09,9/12/2007,"NO:131 -;12 Eylül 2007, Irak Dışişleri Bakanı Sayın Hoşyar Zebari'nin Kullandığı Bazı İfadeler Hk.","NO:131 -;12 September 2007, Press release Regarding Certain Expressions Used by Mr. Hoshyar Zebari, the Minister of Foreign Affairs of Iraq (Unofficial Translation)",https://www.mfa.gov.tr/_p_no_131--_12-september-2007_-press-release-regarding-certain-expressions-used-by-mr_-hoshyar-zebari_-the-minister-of-foreign-affairs-of-iraq-_unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"Certain expressions used by Mr. Hoshyar Zebari, the Minister of Foreign Affairs of Iraq, in an interview with a Turkish TV channel, do not seem to overlap with the developments that took place before and during the visit of Mr. Maliki, Prime Minister of Iraq, to Turkey, on August 7th. 
 
 The terrorist nature of the PKK/KONGRA-GEL was confirmed in the “Memorandum of Understanding” that was signed on 7 August 2007 by the Prime Ministers of the two countries during the visit of the Iraqi delegation headed by Prime Minister Maliki and in which Minister Zebari also was present. 
 
 The “Agreement on Combatting Terrorism” which is referred to in the signed Memorandum, is a draft which has been worked on since May 2006 between Our Government and the Government of Mr. Maliki, of which Hoshyar Zebari is a member, and was agreed upon to a great extent until the day of the visit. Therefore, the said draft Agreement cannot be considered as a fait accompli imposed on the Iraqi side. 
 
 Furthermore, the draft of the “Memorandum of Understanding on Combatting Terrorism and Organized Crime”, a text of technical nature and was envisaged to be signed during the visit, is a text drafted by the Iraqi Government itself and has been largely accommodated by us. 
 
 In light of the existing good neighborly relations between the two countries, Turkey expects the Iraqi Government to fulfill its internationally agreed commitements, first and foremost those that fall under United Nations Security Council Resolutions regarding the fight against terrorism and pursues the steps the Iraqi Government will take in this respect."
2007-01-10,10/1/2007,"NO:159 -;1 Kasım 2007, H.E. İran İslam Cumhuriyeti Dışişleri Bakanı Manuçehr Muttaki Ankara'ya","NO:159 -;1 November 2007, Press Statement Regarding the visit of H.E. Manouchehr Mottaki, the Minister of Foreign Affairs of the Islamic Republic of Iran, to Ankara (Unofficial Translation)",https://www.mfa.gov.tr/_p_no_159--_1-november-2007_-press-statement-regarding-the-visit-of-h_e_-manouchehr-mottaki_-the-minister-of-foreign-affairs-of-the-islamic-republic-of-iran_-to-ankara-_unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,0,0,0,0,"Upon his request, H.E. Manouchehr Mottaki, the Minister of Foreign Affairs of the Islamic Republic of Iran, who will be participating in the “Enlarged Foreign Ministers Meeting of the Neighbouring Countries of Iraq” in Istanbul on November 2-3, 2007, will make a brief visit to Ankara this evening for consultations. 
 
 H.E. Mottaki will meet with Turkish Minister of Foreign Affairs, H.E. Ali Babacan, in the Ministry."
2007-09-10,10/9/2007,"NO:143 - 9 Ekim 2007, Kuzey Irak'taki Kolera Salgınına İlişkin Basın Açıklaması(Gayri tercüme)","NO:143 - 9 October 2007, Press Statement Regarding the cholera outbreak in Northern Iraq(Unofficial translation)",https://www.mfa.gov.tr/_p_no_143---9-october-2007_-press-statement-regarding-the-cholera-outbreak-in-northern-iraq_unofficial-translation_-__p_.en.mfa,,0,0,1,0,0,0,0,0,0,0,"In relation to the cholera outbreak in Northern Iraq, particularly in the cities of Kirkuk and Suleimaniyah, the relevant Iraqi authorities declared urgent need for approximately 40-50 tonnes of chlorine to purify the water, medicine (tetracyclin) used for cholera treatment and biological surveillence material to undertake tests in order to identify new cases. 
 
 As a country attaching importance to the development of its neighbor Iraq in every field, Turkey has decided to extend a helping hand to Iraq in the fight against cholera. To this end, 900 kg. of chlorine tablets have been sent, along with a Turkish Red Crescent official, with a C-130 type military cargo plane belonging to Turkish General Staff to Mosul, on 5 October 2007. 
 
 In the coming days, around 40-50 tonnes of chlorine, medicine and other medical supplies will also be dispatched to Iraq with trucks."
23/10/2007,10/23/2007,"NO:153 - 23 Ekim 2007, Dışişleri Bakanı'nın Ziyareti Hk. Bağdat'a (Resmi Olmayan Tercüme)","NO:153 - 23 October 2007, Press Release Regarding the Visit of The Foreign Minister; to Baghdad (Unofficial Translation)",https://www.mfa.gov.tr/_p_no_153---23-october-2007_-press-release-regarding-the-visit-of-the-foreign-minister_-to-baghdad-_unofficial-translation_-__p_.en.mfa,,0,0,0,0,0,0,1,PKK,0,0,"The Foreign Minister will pay a one day visit to Baghdad within the framework of trips he has been conducting to the Middle East countries. 
 
 The Foreign Minister’s visit will allow a full exchange of views on the “Expanded Neighbours of Iraq Foreign Ministers Meeting” that Turkey will host in İstanbul on the 2nd and 3rd of November, 2007. The meeting will address important issues regarding the future of Iraq. 
 
 Naturally, the Foreign Minister will also discuss in Baghdad all bilateral issues concerning the two countries. During the visit, Turkey’s expectations on security and its resolve to combat terrorism will clearly be communicated to the Iraqi Government. Turkey’s request that the PKK terror organisation’s presence in Iraq be swiftly eradicated will also once again be reiterated during these contacts."
26/10/2007,10/26/2007,"QA:39 - 26 Ekim 2007, Türkiye Dışişleri Bakanlığı Sözcüsü'nün Bir Soruya Cevabı","QA:39 - 26 October 2007, Statement by the Spokesman of the Ministry;of Foreign Affairs of Turkey in Response to a Question",https://www.mfa.gov.tr/qa_39---26-october-2007_-statement-by-the-spokesman-of-the-ministry_of-foreign-affairs-of-turkey-in-response-to-a-question.en.mfa,,0,0,0,0,0,0,0,0,0,0,"We consider the visit of a delegation with a wide range of representation from friendly and fraternal Iraq to Turkey as a positive effort. 
 
 This visit was proposed by the Iraqi side during the telephone conversation between Prime Minister Erdogan and Prime Minister Maliki of Iraq a short while ago. 
 
 This proposal has also been reiterated to our Minister by all his interlocutors during the Minister’s recent visit to Baghdad."
2007-02-11,11/2/2007,Sayın Bakanımızın ABD Dışişleri Bakanı Rice ile Ortak Basın Toplantısı ( 2 Kasım 2007 ),Joint Press Conference of Foreign Minister Mevlüt Çavuşoğlu with US Secretary of State Rice ( 2 November 2007 ),https://www.mfa.gov.tr/sayin-bakanimizin-abd-disisleri-bakani-rice-ile-ortak-basin-toplantisi-_-2-kasim-2007-_-.tr.mfa,,0,0,1,0,1,1,1,PKK,0,0,"Dear members of the press,
 
 Today we host the US Department of State Condoleeza Rice in Ankara. Mr. Rice arrived in Ankara in the morning. He had a meeting with our Prime Minister Mr. We had a meeting with him a little while ago, here at our Ministry. Then we will visit our President together. During our visit and meetings this morning, we discussed with Mr. Rice especially the problems that concern two countries and in our region: the situation in Iraq, the situation in Northern Iraq, the issues related to the PKK terrorist organization and regional issues related to the Middle East Peace Process, such as Lebanon, which also concern both countries. we got it. At the same time, we also evaluated together the current situation in the American Congress regarding the 1915 events. In our meetings, we once again confirmed that the goals and objectives of both countries are the same in many issues. USA is friendly to us, We are an ally country and at the same time our strategic partner. Within the framework of this understanding, we are in agreement to deal with all these problems together and to produce solutions. Since we have very little time, I give the floor to Mr. Rice without further ado.
 
 MR. RICE: Thank you very much, Minister Ali. Thank you very much for having me here. I want to begin just by noting, since we are here in the Foreign Ministry, that a few days ago, Mr. Inonu, who was the Vice Premier and Foreign Minister of Turkey, passed away after a long illness. He passed away in Houston. He was a good friend of the United States and a true patriot for Turkey. And I want to offer my condolences to the Turkish people and to his family. As my colleague has said, we've had wide-ranging discussions with the Prime Minister and then in our own channels, and we will continue those discussions. I want to take a moment to thank you very much for hosting the meeting that we are about attend in Istanbul, the neighbors conference. Turkey has been a good friend of the United States and a good friend of Iraq. And we appreciate very much that you are going to host that conference. We've had wide-ranging discussions about Iran, about Lebanon. We talked about the Middle East peace process. I know that Ali has just been from a 12-country tour of the region, and so he had a lot of updated information to give me. And of course, we've had a significant discussion of the problems in northern Iraq and the problem of PKK terrorism. And I affirmed to the Prime Minister as well as to the Foreign Minister that the United States considers the PKK a terrorist organization and indeed we have a common enemy that we must find ways to take effective action so that Turkey will not suffer from terrorist attacks. That is destabilizing for Iraq; it is a problem therefore of security for the United States and Turkey, and we will work together to achieve our goals.
 
 OUR MINISTER: Dear friends, we are now taking two questions each and after that, we ask your permission immediately.
 
 Two questions for me, two questions for the Minister.
 
 QUESTION: Mr. Rice, Turkey has been working with the United States for a long time and is waiting for something to be done about PKK terrorism. When you last met with Prime Minister Erdogan, you said that you would present some proposals to Ankara in a few days. Is there any suggestion that the USA and Turkey should do together against the PKK, which you brought to Turkey on your tour today? And when do you expect results?
 
 MR. RICE: Well, I first confirmed and affirmed with the Prime Minister that we consider this a common threat, not just a threat to Turkey, but a threat to the interest of the United States as well. We are indeed talking about how to enhance some of the activities that we have already begun in terms of information sharing, intelligence sharing. But we want to look to a plan for effective action against the PKK. It will require not just the United States and Turkey, but also the Iraqi Government, and that is a discussion that I plan to have when I see Prime Minister Maliki later on today. The President will meet with Prime Minister Erdogan on November 5th and they will be able to further our discussions. I did want to hear from my Turkish colleagues about their ideas and about how we might move this forward. But I want to just underscore again, this is going to take persistence, it's going to take commitment. This is a very difficult problem. Rooting out terrorism is hard. We are learning that all around the world. But with commitment and with persistence, I'm certain we'll be able to make progress. And we want to do so in a way that improves the prospects for a stable and democratic Iraq on the border with Turkey because ultimately, as my Turkish colleagues have said many times, a unified and stable Iraq is very much in Turkey's interest as well as in the interest of the region.
 
 QUESTION: A question for each of you. For the Foreign Minister, what would you like to see the US do that is not doing now to confront the PKK rebels and did you ask Secretary Rice for anything specific in your meeting today and Madam Secretary, your former envoy for the border region in the PKK, General Ralston is recorded today as saying US inaction on the PKK matter may drive Turkey to act. Has the US been to slow to react here and are you planning to catch up now?
 
 OUR MINISTER: Let me answer the first question right away. As you know, there are many instruments in the fight against terrorism. We have been a victimized country for years by the attacks of the PKK terrorist organization and we lost thousands of our citizens in these attacks. What we expect is cooperation and solidarity from all our friends, the whole international community, in the fight against terrorism. This collaboration can be in very different formats, there can be very different instruments. The important thing here is to use all these instruments in a timely manner in a coordinated manner with a strategic approach. Today's visit of Mr. Rice, my dear friend Condi, should be considered as the beginning of a closer cooperation with the USA in the fight against terrorism in the coming period. This is how we view it, Undoubtedly, the continuation of these talks will continue in Washington on Monday, and we hope and wish that the USA, which has been the target of major terrorist acts, understands the situation we are in, is aware of the troubled situation we are in, and is aware of the anger we feel, which we clearly saw during this visit. What is important now is the continued direct interest in this issue at the highest level of the administration in the USA in the next period, and solidarity and cooperation in the fight against this terrorist organization by using very different methods in many different instruments.
 
 MR. RICE: We have taken several steps over the last -- particularly the last several months of the last year to enhance our ability to cooperate together in the sharing of intelligence and the sharing of information, in the way that we assess the situation. But I think it's fair to say that we believe, the President believes -- and he will say to Prime Minister Erdogan -- that we all need to redouble our efforts. And the United States is committing to -- committed to redoubling those efforts because we need a comprehensive approach to this problem. I want to repeat that all across the world, we're seeing that it is not easy to root out terrorists who hide in remote areas and hide in villages. It's a hard problem and so we need a comprehensive approach. The Prime Minister has talked about a comprehensive plan and we started to talk about some of the elements of that today. And when he is in Washington, I think that they will talk more about those elements. But no one should doubt the commitment of the United States to this issue because, as I've underscored, this is not just a problem for Turkey. This is a problem for Iraq, this is a problem for the United States. And so we have a common enemy and we need a common approach to dealing with the problem that we find ourselves -- with the problem with which we find ourselves. This is a problem for Iraq, this is a problem for the United States. And so we have a common enemy and we need a common approach to dealing with the problem that we find ourselves -- with the problem with which we find ourselves. This is a problem for Iraq, this is a problem for the United States. And so we have a common enemy and we need a common approach to dealing with the problem that we find ourselves -- with the problem with which we find ourselves.
 
 QUESTION: In your statement before Mr. Rice arrived, you said that you will try to discourage Turkish officials from a possible military operation in Iraq against an operation that may destabilize Iraq. However, you will appreciate that stability in Iraq has been deteriorated since America entered there. Turkey is waiting for concrete steps. You also mentioned Northern Iraq as Kurdistan a few times. Is this a statement made specifically or a slip of the tongue, we know that you are emphasizing the territorial integrity of Iraq. We would also like to talk about the issue in the American Congress regarding the 1915 events. You've had conversations on this subject. Turkey is constantly perceived as a counter trump card from the United States. It comes to the agenda in the same way every year and there is a reactionary environment, will you have an explanation on this matter?
 
 MR RICE: Well, first of all, on the House resolution and the events of 1915, I think it's clear, and we've received from our Turkish colleagues an expression of gratitude for how hard the United States Government worked to see that this resolution would not pass, not because we are unconcerned about the historical events (inaudible) there, where they were tragic and brutal events, but because we do not believe that this resolution would have served any good purpose. And we're going to continue to work against the resolution. We are encouraging Turkey and Armenia to come together both to address their history, but also to address their future, because these two countries are going to prosper better in a circumstance in which there are relations between Turkey and Armenia. And so that would be our hope. As to northern Iraq, nobody is a stronger supporter of a unified Iraq than the United States and than I am, on behalf of the United States. There is a Kurdish Regional Government. We expect that Kurdish Regional Government to exercise its responsibilities as well for what happens in territory in which it is governing. But the north of Iraq and all of Iraq are part of a single, unified Iraq. The United States does not stand for the partition of Iraq. I said this yesterday to a group of Iraqis. And I would just note that I haven't heard Iraqis talking about a partition of their own country, and so obviously the territorial integrity is important. As to the stability of northern Iraq and of this region, it is absolutely the case that there cannot be terrorism emanating from that territory or it will contribute to instability in northern Iraq.
 
 QUESTION: Thank you. Nicholas Kralev of The Washington Times. I'd like to ask both of you what role can Iran play in resolving the PKK issue? They have been supportive of Turkey. Is this an opportunity to engage Iran perhaps in a constructive way? And Madame Secretary, a point you made on the plane flying over here that the PKK problem is not -- does not date back to yesterday or the war, but does, in fact, go back decades. As you know, there is a widely held view in Turkey that the war in Iraq has created conditions that have helped the PKK. Were you in your comments yesterday trying to avoid perhaps responsibility for the conditions you might have created that have helped the PKK?
 
 OUR MINISTER: Dear friends, Iran is our neighbor and Iran is a country that, like the PKK terrorist organization, is subject to the attacks of another terrorist organization called PJAK. And everyone knows the connection between these two organizations, the PKK and PJAK. We have undoubtedly evaluated the PKK-related issues both during our visit to Tehran and Mr. Muttaki's visit to Turkey by the Iranian Foreign Minister. They have shared some ideas with us about what kind of support and what kind of contribution they can provide, and this conversation is of course ongoing. However, I want to make it clear that there is currently an American presence throughout Iraq. There is an American domination. The central government of Iraq has no facilities in the north. The North has no flags, no soldiers. And although the central government's intentions are good, Opportunities Opportunities to fight the PKK are very limited. On the other hand, we have doubts about the political will of the formation in the North and the administration in the North in the fight against the PKK. The statements they make are statements of tacit support and sympathy for a terrorist organization. Therefore, we need a structure that will combine political will and physical means in our fight against the PKK. Therefore, we have great expectations from the USA in this regard. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation. We have our doubts about the political will of the administration in the north in the fight against the PKK. The statements they make are statements of tacit support and sympathy for a terrorist organization. Therefore, we need a structure that will combine political will and physical means in our fight against the PKK. Therefore, we have great expectations from the USA in this regard. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation. We have our doubts about the political will of the administration in the north in the fight against the PKK. The statements they make are statements of tacit support and sympathy for a terrorist organization. Therefore, we need a structure that will combine political will and physical means in our fight against the PKK. Therefore, we have great expectations from the USA in this regard. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation. The statements they make are statements of tacit support and sympathy for a terrorist organization. Therefore, we need a structure that will combine political will and physical means in our fight against the PKK. Therefore, we have great expectations from the USA in this regard. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation. The statements they make are statements of tacit support and sympathy for a terrorist organization. Therefore, we need a structure that will combine political will and physical means in our fight against the PKK. Therefore, we have great expectations from the USA in this regard. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation. The US administration is the party that will play a key role if we are to fight the PKK, and it should not have worked on methods, results and solutions that will bring effective results and include action in the next period. Now we are where the words end. We are where the action should begin. I thank you again for your interest and participation.
 
 MR RICE: Yes, very briefly. First of all, I think it is historically accurate that this is not a problem of the last few years. There have been times when PKK activism has been very strong. I fully acknowledge that the circumstances are different today because there is a US role, and I have said a US obligation, to help to do something about the problem of the PKK in northern Iraq. In fact, it's something that we stated at the time of the liberation of Iraq, that the United States would not tolerate the use of Iraqi territory for terrorist activity. So I think that should be very clear. Again, the United States and Turkey and Iraq, even if it has limited capabilities, and the regional government has a common interest in not having the events in northern Iraq lead into a destabilization of Iraq as a whole. And so I am quite certain that we can find ways to cooperate for effective action. We also want to see action. We want it to be effective, we want it to be well-considered and we want it to be action that is going to really help us to get a handle on what has been a festering problem and, frankly, lately, with PKK attacks a more acute problem."
